ID	tweet	label	cleaned_text	english_translated
ha_train_03483	@user Ashe ba iya mu yake yaudara ba har da matarsa , toh kishiya xaiyo maki kike wage baki 😁😁😁	negative	Ashe ba iya mu yake yaudara ba har da matarsa  toh kishiya xaiyo maki kike wage baki	If he could not deceive the wife toh the wife of the wife of the wife.
ha_train_03484	@user Lallai zango bakasan mai kakeyibah indai har zaka hada kanka da Aliko dangote dasu Ahmed musa a ina aka sanka in ba Arewa ka fadamin sunan film din ka da kayi a nollywood🤪🤪🤪	negative	Lallai zango bakasan mai kakeyibah indai har zaka hada kanka da Aliko dangote dasu Ahmed musa a ina aka sanka in ba Arewa ka fadamin sunan film din ka da kayi a nollywood	Zango Bako Bagan Kumarhah Should you include Aliko Dangote Ahmed Moses where your Film's name is known to nollywood
ha_train_03485	@user To Ana damfaran manya to Ina ga kuma Yara! 💪	negative	To Ana damfaran manya to Ina ga kuma Yara	The adults are watered and I see and children
ha_train_03486	@user Saina nunamawa director wannan tweet nakan Mutumin banza kawae 🤔😐	negative	Saina nunamawa director wannan tweet nakan Mutumin banza kawae	Saryawawa Director This tweet
ha_train_03487	@user Ke ya kamata a fadawa hka Dan yadda kike bude bakin nan ko ba'a miki Bismillah ba dauka xakiyi😆😆	negative	Ke ya kamata a fadawa hka Dan yadda kike bude bakin nan ko baa miki Bismillah ba dauka xakiyi	You should be told hka
ha_train_03488	@user Tun kafin a haifi Uwar Mai sabulu..... take note 📝....😎😎😎	negative	Tun kafin a haifi Uwar Mai sabulu take note	Long before the soapath of the soap is born
ha_train_03489	@user Bawai labaranku baneba mutane basu san karantawa ba karyan da kukeyine tayi yawa kullum cikin Yada labaran boge kuke haba😓😓	negative	Bawai labaranku baneba mutane basu san karantawa ba karyan da kukeyine tayi yawa kullum cikin Yada labaran boge kuke haba	Not your stories do not know to read my kanyine is usually in the spread of BOGE
ha_train_03490	@user 🤣🤣..wata bura ubah!!! Sai a Africa	negative	wata bura ubah Sai a Africa	A bura Father then in Africa
ha_train_03491	@user @user 🤣🤣🤣gaskiya a tweet akwai kortaye da yawa	negative	gaskiya a tweet akwai kortaye da yawa	The truth in Tweet are there a lot
ha_train_03492	@user Toh pa itama ta kashe kanta ta gudu kenan 😏	negative	Toh pa itama ta kashe kanta ta gudu kenan	Toh Pa Itama has been killed by running
ha_train_03493	@user Koyan diban kudin Qasa akai qasashen waje, tareda tarawa magada dukiyar qasa don gudin idan anbar duniya iyali suyu talauci 🙏 I’m sorry for saying that, I can’t be control of my tongue 🙏	negative	Koyan diban kudin Qasa akai qasashen waje tareda tarawa magada dukiyar qasa don gudin idan anbar duniya iyali suyu talauci  I’m sorry for saying that I can’t be control of my tongue	Pearlier assets of international costs with Taria Cropre Strapes to Tareg Think Family Sorry
ha_train_03494	@user """"""""""""""""wannan yarinyar anya ba yan Daba zan dauko mata"""""""""""""""" ciki da raino 😂😂😂	negative	wannan yarinyar anya ba yan Daba zan dauko mata ciki da raino	This girls don't ask me to have a wife and Raino
ha_train_03495	@user Ya za ku saka hoton dan sandan nan kuma ? 😂 Wasu sai suyi tunanin shine ya aikata fyaden ai	negative	Ya za ku saka hoton dan sandan nan kuma   Wasu sai suyi tunanin shine ya aikata fyaden ai	He will put on the pic pic and some people think is to do the fadium
ha_train_03496	@user Dama yace muku barai mishi bane Kuna da matsala @user 👿👿	negative	Dama yace muku barai mishi bane Kuna da matsala	Right told you freemy
ha_train_03497	@user #InaaMatasaa? #InaaMatasaa? #AbbaZamanGidaDole. 🎶🎶🎶 Ayye Abba Ayye Abba Mamaye iyye. Ayye Abba an tafi kenan, Mamaye iyye. 🎶🎶🎶	negative	InaaMatasaa InaaMatasaa AbbaZamanGidaDole  Ayye Abba Ayye Abba Mamaye iyye Ayye Abba an tafi kenan Mamaye iyye	Ayie Abbazamangidad Ayie Abba Aye Abba Abba Abba Abba Abba Abba Abba Abba was going to dominant
ha_train_03498	@user Sai aci uwarsu ita da Aljanun😏	negative	Sai aci uwarsu ita da Aljanun	Then treat the mother of the Lord
ha_train_03499	@user Ko ba leko wa ba, na bi lekowa da bulala 😡😡	negative	Ko ba leko wa ba na bi lekowa da bulala	Or not tell who I did not follow talent whip
ha_train_03500	@user Ko yanzu ya sauka ae ya cucemu ya zalincemu allah ya isa 😭	negative	Ko yanzu ya sauka ae ya cucemu ya zalincemu allah ya isa	He now descended the lade and hurt God's god
ha_train_03501	@user Wahalar banxa sukayi The protest leader end of in police station 😕	negative	Wahalar banxa sukayi The protest leader end of in police station	Safety's hard work on Protest Leader End of In police Station
ha_train_03502	@user 🙄🙄Nabi El Clasico dagudu ba hula	negative	Nabi El Clasico dagudu ba hula	Nabi El Clasico Dagudu Ba Dalm
ha_train_03503	@user #AtikuIsWinning in kaji Haushe Ka Mutu🤣🤣	negative	AtikuIsWinning in kaji Haushe Ka Mutu	Atikuiawinning if chickens tied you to die
ha_train_03504	@user Toh,🤦 muda bamu yarda d itaba mah	negative	Toh muda bamu yarda d itaba mah	Toh Muda We Don't Trouble D Ita Mah
ha_train_03505	@user Hihihihi alamun karfi Naga Mai kiba Amma shiko toh dai😹😹💔	negative	Hihihihi alamun karfi Naga Mai kiba Amma shiko toh dai	Hachihi symptoms Naga fat cubbers but shiko toh
ha_train_03506	@user Wlhy Amma majority man nyanmu azzalu mai ne kuma barayine, suda kansu kawai suka sani suda yaransu 😔😔😔😔😔	negative	Wlhy Amma majority man nyanmu azzalu mai ne kuma barayine suda kansu kawai suka sani suda yaransu	Wlhy but Nananese Majority is a Turtity and the seals they themselves just knew to their children
ha_train_03507	@user In bashi ta gayyata ba uwanka data gayyata 😐	negative	In bashi ta gayyata ba uwanka data gayyata	If the debt invitation to give your family data inviting
ha_train_03508	@user Wata sabuwa ... inji dan chacha🚶🏻‍♂️	negative	Wata sabuwa  inji dan chacha‍	Another new solution of Chacha
ha_train_03509	@user Wanda suke shirin wargazaku dea wargaza Nigeria ai sai Allah amma inshaa Allah karshen gwamnatin zalunci yazo 😎	negative	Wanda suke shirin wargazaku dea wargaza Nigeria ai sai Allah amma inshaa Allah karshen gwamnatin zalunci yazo	Who are about to exile Nigeria
ha_train_03510	@user @user da matsala fah nan🤣🤣	negative	da matsala fah nan	the trouble fah here
ha_train_03511	@user Wannan maganar tayi mana zafi fiye da kayen da mukasha😭	negative	Wannan maganar tayi mana zafi fiye da kayen da mukasha	This statement has made us heat than the beating of the Mukasha
ha_train_03512	@user Abubwan dake faruwa duniya marasa dadi sunyi yawa😣🥺	negative	Abubwan dake faruwa duniya marasa dadi sunyi yawa	Yamwan that is uncomfortable
ha_train_03513	@user Ga koshi ga kwanan YINWA. 😂😂😂😂💵💴💶💵💴 #GidanBadamasiSeason2 #Episode7 Gobe Alhamis 8:00 na dare in sha Allah. Maimaicn #GidanBadamasiSeason2 ranar Juma'a da Lahadi da karfe 9:00am na safe. Only on #Arerewa24channel / #Arewa24OnDemand	negative	Ga koshi ga kwanan YINWA  GidanBadamasiSeason2 Episode7 Gobe Alhamis 800 na dare in sha Allah Maimaicn GidanBadamasiSeason2 ranar Jumaa da Lahadi da karfe 900am na safe Only on Arerewa24channel  Arewa24OnDemand	For Ephasionamasasima2 Episode7 Tomorrow 800 Days and Sunday And Sunday Only Sunday Only Only Only Only Only Only Only on Arrewa24channel Kortho24ondemand
ha_train_03514	@user Munga Gawar manoma 43, meyasa har yanzu ba'a ganin Gawar 'yan Boko Haram da ake kashe wa. Don ALLAH a dena wannan wasan karyan😥	negative	Munga Gawar manoma 43 meyasa har yanzu baa ganin Gawar yan Boko Haram da ake kashe wa Don ALLAH a dena wannan wasan karyan	We are 43 toiles why not to see Boko Haram's corpse
ha_train_03515	@user Aikaji irinta nan, Sun kasa inganta assibitocin gwannati 😰 ga cuta tazo tana yaduwa kuma sune tafi kamawa kuma babu zancen zuwa kasar waje wajen duba lafiyarsu, da kyau Allah ya fara kamaku, muguntar da kukayiwa talaka tazo akanku 🇳🇬😰😕🤕	negative	Aikaji irinta nan Sun kasa inganta assibitocin gwannati  ga cuta tazo tana yaduwa kuma sune tafi kamawa kuma babu zancen zuwa kasar waje wajen duba lafiyarsu da kyau Allah ya fara kamaku muguntar da kukayiwa talaka tazo akanku	Send that there was unable to improve basic illness to come and do not talk to their safety and there is no concession to take the trial and however, come together to
ha_train_03516	@user Banda dan iska ne kai ayi shekara 10 ana yimaka fyade sai yanzu zaka fada ka gama shan dadinka 😂😂😂😂🔥🔥	negative	Banda dan iska ne kai ayi shekara 10 ana yimaka fyade sai yanzu zaka fada ka gama shan dadinka	Apart from an air is to be 10 years old you are often mapped so far you will now tell you
ha_train_03517	@user Kalu bale kam cikin shi zai kasance har sanda ya gama mulkin nan a 2023💪	negative	Kalu bale kam cikin shi zai kasance har sanda ya gama mulkin nan a 2023	Kalu Bale - In Him Would You Are To The Region ends this rule in 2023
ha_train_03518	@user @user Yo Kai sakarai ancemaka Dan adam yake tsarewa neh Dan asara kawai😏	negative	Yo Kai sakarai ancemaka Dan adam yake tsarewa neh Dan asara kawai	Yo onset of humanity Another Adam is just a long time
ha_train_03519	@user @user Kuna eman kukashe ni 🤣🤣🤣 @user	negative	Kuna eman kukashe ni	You're ق Cities I
ha_train_03520	@user Bama bukatar shawarar su 👀	negative	Bama bukatar shawarar su	We do not need to
ha_train_03521	@user Kugaya mishi kofi Africa ma yakasa kawoshi saina duniya bayasodai taliyarsa takare A najeriya shiyasa yafadi haka wannan tatsuni niyace wallashi gabadaya kasashen Africa basishirya daukan kofin duniyaba Nidai nace A ziba ido🙄 Ta i shi maihan kali	negative	Kugaya mishi kofi Africa ma yakasa kawoshi saina duniya bayasodai taliyarsa takare A najeriya shiyasa yafadi haka wannan tatsuni niyace wallashi gabadaya kasashen Africa basishirya daukan kofin duniyaba Nidai nace A ziba ido Ta i shi maihan kali	Weather forecast for Basian Puts in Nigeria
ha_train_03522	@user Ai koh kayi karyah kaikeh da Uban gida kuwa a hausa film Kuma Adamu zango na cikin Uban nin gidanka watau an zama star a manta da baya 🙆‍♂️😄 https://t.co/ObxgrCbRG7	negative	Ai koh kayi karyah kaikeh da Uban gida kuwa a hausa film Kuma Adamu zango na cikin Uban nin gidanka watau an zama star a manta da baya ‍	Ai Koh Do the Kekhe Kekh and the Father in the Month, and Adam Zang, and Adam's in the Restaurant
ha_train_03523	@user Daga yau bani ba Chelsea. 🤷🤦🙅	negative	Daga yau bani ba Chelsea	From today's children do not Chelsea
ha_train_03524	@user A binciki barawon dollar mana 😎	negative	A binciki barawon dollar mana	In search of the Dollars of Us
ha_train_03525	@user @user @user Ya kuke neman yiwa madina kishiya ne😩	negative	Ya kuke neman yiwa madina kishiya ne	How do you seek to make Mina's rivalry
ha_train_03526	@user @user To ina ruwanmu dashi can da matsala sa mtswww 😏	negative	To ina ruwanmu dashi can da matsala sa mtswww	So I'm our waters there with trouble makes MTSBWW
ha_train_03527	@user I talk am wolleh. Allah dai ya isan mana bamu yafe ba wuta bal bal 🔥 🔥	negative	I talk am wolleh Allah dai ya isan mana bamu yafe ba wuta bal bal	Iiku AM Wolleh God told us to commit to the Fire Bal Bal
ha_train_03528	@user Nabi karfafawa da gudu har sambisa 😏😏	negative	Nabi karfafawa da gudu har sambisa	We are encouraging and running up to Sambisa
ha_train_03529	@user Sun iya rufe wajen ibada amma basu rufe kasuwanni da ma'aikatun gwamnati ba 😒😒😒	negative	Sun iya rufe wajen ibada amma basu rufe kasuwanni da maaikatun gwamnati ba	They could close in worshiping but not covering the markets and public mining
ha_train_03530	@user Ok,to bamu yarda ba! Soyake da anje gidan yan kwankwasiyya ace sunada coronavirus saboda a wahalar dasu.😂🤣😂	negative	Okto bamu yarda ba Soyake da anje gidan yan kwankwasiyya ace sunada coronavirus saboda a wahalar dasu	Okto we do not agree with the Class House Ace Sandor Coronavirus because they are suffering
ha_train_03531	@user @user Kwal uban mutum🙄	negative	Kwal uban mutum	The bottle of man
ha_train_03532	@user @user BBC kenen Wai aka yaudari zaki🤔🤔🤔	negative	BBC kenen Wai aka yaudari zaki	BBC World title speech
ha_train_03533	@user Dama shi yasaba hada fada a team ..ai yanxu suka fara dambe indai morinho ne🤓	negative	Dama shi yasaba hada fada a team ai yanxu suka fara dambe indai morinho ne	Right to join it in Team only
ha_train_03534	@user Da sauran mu acikin Kashi Shida(6) a ce daya su ka warke Muna Ruwa😱😱	negative	Da sauran mu acikin Kashi Shida6 a ce daya su ka warke Muna Ruwa	And the rest of us in six - it's one of them to heal
ha_train_03535	@user Kalli Idon shi.... Kamar wani marar gaskiya🙄	negative	Kalli Idon shi Kamar wani marar gaskiya	Look at his eye as a miserable
ha_train_03536	@user Lallai muna da dakikan shuwagabanni a arewa kowen ne governor baida wani solution sai dai a rufe makarantar kwana 😭😭😭	negative	Lallai muna da dakikan shuwagabanni a arewa kowen ne governor baida wani solution sai dai a rufe makarantar kwana	We have to have a leading leaders in the North Koten is Governor Baba a Solution but it is closed
ha_train_03537	@user Amma akwae yan iska 😁🤥	negative	Amma akwae yan iska	But Akwe's
ha_train_03538	@user Mu dai munga ta kanmu 😟	negative	Mu dai munga ta kanmu	We are we are to our
ha_train_03539	@user Nanufin= shuwagabannin Nigeria su sachi kudin al-umma sukai kasan waje.barasu anfanan da yan najeriya da Sheba😱🙄	negative	Nanufin shuwagabannin Nigeria su sachi kudin alumma sukai kasan wajebarasu anfanan da yan najeriya da Sheba	Sachhin leaders for Sachi's money to be on the countryside against Nigeri and Sheba
ha_train_03540	@user Ba Abeda Alaumake qaruwada wanan zama saidai ADUMAMAKUJERU 🤔🤔🙅‍♂️	negative	Ba Abeda Alaumake qaruwada wanan zama saidai ADUMAMAKUJERU ‍	It is not one
ha_train_03541	@user Su waye suke bawa ganduje shawara ne, this thing is not supposed to be publicised 👌🏼👌🏼👌🏼	negative	Su waye suke bawa ganduje shawara ne this thing is not supposed to be publicised	Who are the captivity that this is not supposed to be Publicised
ha_train_03542	@user Too wanna haukan fah? 😡 https://t.co/T3qs7lJt2R	negative	Too wanna haukan fah	TOAN WAN THAN HAK
ha_train_03543	@user Haaaa🤣 yau ga iskanci... Ai ba kashe gaban ya ke ba... Kara Mar karfi kawai yake	negative	Haaaa yau ga iskanci Ai ba kashe gaban ya ke ba Kara Mar karfi kawai yake	Today to Iskan but not killing Mar force only
ha_train_03544	@user Sai suzo su kashe mu ai😎	negative	Sai suzo su kashe mu ai	They should come to death
ha_train_03545	@user @user Allah yamasa abunda yake mana 🙏🏽	negative	Allah yamasa abunda yake mana	God is what is of us
ha_train_03546	@user 👉Wani Sabon #MugunLabari Ga PDP, maqiya Buhari da Nigeria 👉@user &amp; @user zasu ce Buhari ya kaisu yawon bude Ido gurin yan Taadda 👉So kuwa @user &amp; @user zasu Yi koqarin alakanta abin da yan #BokoHaram 👉Mu masoya @user Muna Murna ba a Rasa Rai ba	negative	Wani Sabon MugunLabari Ga PDP maqiya Buhari da Nigeria  amp  zasu ce Buhari ya kaisu yawon bude Ido gurin yan Taadda So kuwa  amp  zasu Yi koqarin alakanta abin da yan BokoHaram Mu masoya  Muna Murna ba a Rasa Rai ba	Buhari Murkari Maqai Buhari and Nigeria Amp will say that the Bokoharam's Gurari wants to be disappointed
ha_train_03547	@user 😂😂 baba dan uwarka da ubanka ka mayarmun da kudinda na turama lokachin campaign	negative	baba dan uwarka da ubanka ka mayarmun da kudinda na turama lokachin campaign	Dad in your mother and your Father, the money of Tunching
ha_train_03548	@user Kowa idan yanaso Yaxamo media celebrity sae ya kwaso shirmensa da hawka yazo Yana fada akan mutum😠 to wallahi Duk akwae randa zamu mai_maita abinda muka fada akan Kowa Haba is it by force?? Just pray for her period☝🙅	negative	Kowa idan yanaso Yaxamo media celebrity sae ya kwaso shirmensa da hawka yazo Yana fada akan mutum to wallahi Duk akwae randa zamu maimaita abinda muka fada akan Kowa Haba is it by force Just pray for her period	Everyone if YoWO Seign Media Celebrity Sae
ha_train_03549	@user Dole ne daga zuwa fira sai a saka tsallen kwado 😡	negative	Dole ne daga zuwa fira sai a saka tsallen kwado	Must from the private then put the crip
ha_train_03550	@user Rufa'i ba mutumin arziki bane😂😂, wea primary certificate	negative	Rufai ba mutumin arziki bane wea primary certificate	Having is not the right person to wea primary Certificate
ha_train_03551	@user Allah ya isanmu Yan jahar Kano ankashe Mana mutane ya Allah duk Wanda yake da hannu Allah ka hanishi duk abunda yake nema Allah ka hanashi zaman lapia insha Allah baze taba yin nasara akan duk abunda yasa agaba ba 😥	negative	Allah ya isanmu Yan jahar Kano ankashe Mana mutane ya Allah duk Wanda yake da hannu Allah ka hanishi duk abunda yake nema Allah ka hanashi zaman lapia insha Allah baze taba yin nasara akan duk abunda yasa agaba ba	God is all of the Nigerian state state visitors of whom God has the right to God God
ha_train_03552	@user Lallai, Ana wata ga wata. Dafatan baza suyi TAX guda biyu 😢	negative	Lallai Ana wata ga wata Dafatan baza suyi TAX guda biyu	There is a deafly and not to tax two
ha_train_03553	@user An dade ba'a rushe ba kuma kayane ko? to baza a dawo dasu ba mugaye kawai😡	negative	An dade baa rushe ba kuma kayane ko to baza a dawo dasu ba mugaye kawai	I've been nailed and kat kites or then they will not be recovered only wicked
ha_train_03554	@user @user @user Gsky Mal. @user tun da aka fara shirin #Labarina ba'a taba marar ma'ana irin na wannan satin ba.. Haka zalika yana bude hanyar barna ga masoyan da iyayen su suka hana su.. Kuma ta yaya mutanen da ya neme ta zai zamo abin mamaki don yayi wa wata ciki.. ya saɓawa hankali.😊	negative	Gsky Mal  tun da aka fara shirin Labarina baa taba marar maana irin na wannan satin ba Haka zalika yana bude hanyar barna ga masoyan da iyayen su suka hana su Kuma ta yaya mutanen da ya neme ta zai zamo abin mamaki don yayi wa wata ciki ya saɓawa hankali	Gsky Mal Sarana began my story, not so far in this day, however, was opening the way of despair and their parents would be a surprise to hurt mind
ha_train_03555	@user Akwai Hauka dai😂	negative	Akwai Hauka dai	There's a crazy
ha_train_03556	@user Nidai kam da sauqi. Amma abokina fah da ya hadu dashi baiji da dadi ba. Don sati guda yayi da jallabiya daya jikinshi kuma yana saman bene bai sauqo ba😂😂😂	negative	Nidai kam da sauqi Amma abokina fah da ya hadu dashi baiji da dadi ba Don sati guda yayi da jallabiya daya jikinshi kuma yana saman bene bai sauqo ba	If you are easy but my friend fah that meets it to be bad for a week has a single body is not easy
ha_train_03557	@user @user @user @user 1 kuma shine shegen ba, buh Kina Ruwa 🙄🙄🙄	negative	1 kuma shine shegen ba buh Kina Ruwa	1 and is the shegen not buh you
ha_train_03558	@user Kaji lalacewa irin ta Nigeria 😂😂 Suma idan ba masifa ba maize kawosu	negative	Kaji lalacewa irin ta Nigeria  Suma idan ba masifa ba maize kawosu	Choose a city of Nigeria when no disaster is not a maaze
ha_train_03559	@user Ubanwa kuke tambaya to 😂	negative	Ubanwa kuke tambaya to	Your Lessen do you ask then
ha_train_03560	@user Kuna nufin baya wanka kenan sai wajen taro 😂😂	negative	Kuna nufin baya wanka kenan sai wajen taro	You mean back is a bath until a meeting
ha_train_03561	@user Fitsararru dai👊 Yan iska marasa daraja😙	negative	Fitsararru dai Yan iska marasa daraja	Forms of weaker air
ha_train_03562	@user Kai bamason iskancin banza kubarmu muji da abinda yake damunmu for wat happen in dethroned Sunusi 😏😏😏mtwwwww	negative	Kai bamason iskancin banza kubarmu muji da abinda yake damunmu for wat happen in dethroned Sunusi mtwwwww	Dead Bamger Rules Our Depression and the World Wat Happen in Dethi Mtwwww
ha_train_03563	@user Gaskiya wan nan alamari ya kazanta domin babu shi a hadisi kuma babu a Qur'an 😣😞	negative	Gaskiya wan nan alamari ya kazanta domin babu shi a hadisi kuma babu a Quran	The true name is this signal to be unavailable and no in the Quran
ha_train_03564	@user Wannan na nuna cewa bayan gwamna @user ya sauka kujeran gwamna, idan wani gwamna yazo shima zai cire rawanin Sarki Aminu Ado ya sake nada wani sabon sarki....👌	negative	Wannan na nuna cewa bayan gwamna  ya sauka kujeran gwamna idan wani gwamna yazo shima zai cire rawanin Sarki Aminu Ado ya sake nada wani sabon sarki	This shows that after the governor should come to Governor's seat if a governor comes also to remove the crown Amonou dressed a new King
ha_train_03565	@user Mtssss . Zancan iska .. ...matsiyatan banza kawae .... damuwar sune .. mude talakawa badamuba .. bamumasan anayiba...🤠🤠🤠🤠	negative	Mtssss  Zancan iska  matsiyatan banza kawae  damuwar sune  mude talakawa badamuba  bamumasan anayiba	MTssss drawing air laborers are Mindi ordinary Bammerin Aaye
ha_train_03566	@user Wannan kuma gwamnatin kano qarya take domin iya jiya nasan anyi mutuwa a cikin gari kawai ta kai 40 🤔	negative	Wannan kuma gwamnatin kano qarya take domin iya jiya nasan anyi mutuwa a cikin gari kawai ta kai 40	This is a dying government so that it may yesterday
ha_train_03567	@user Ina Mai muku fatar, Allah ya Qara Mai Nauyin qasa, Kashi dari bisa Dari. Allah jiqan Musulmi, a duk Inda Su Ke. ✍	negative	Ina Mai muku fatar Allah ya Qara Mai Nauyin qasa Kashi dari bisa Dari Allah jiqan Musulmi a duk Inda Su Ke	I was the hope of God God increases the earthquake
ha_train_03568	@user Ku kunkoma ga Allan ne? Yanzu Kali abunda Jingir yace jiya Buhari Yana yin daidai duk da matsalar Tsaro 😭😭😭 na Dade da fuskantar Malam mu kune matsalar mu Bakwai iya fadawa gwamanti gaskiya Saboda abunda kuke samu daga wajen Gwamnati to Amma Allah na nan zaiyi alkalanci	negative	Ku kunkoma ga Allan ne Yanzu Kali abunda Jingir yace jiya Buhari Yana yin daidai duk da matsalar Tsaro  na Dade da fuskantar Malam mu kune matsalar mu Bakwai iya fadawa gwamanti gaskiya Saboda abunda kuke samu daga wajen Gwamnati to Amma Allah na nan zaiyi alkalanci	You are the days of Allan, and the nowor of Japir says yesterday's sources of the country, but the same God will come from the judgment
ha_train_03569	@user Hakan na nufin cika sharuddan faduwa zabe a duk fadin najeriya 😄	negative	Hakan na nufin cika sharuddan faduwa zabe a duk fadin najeriya	That means to fulfill the scattering terms in Nigeria
ha_train_03570	@user Ya bazai Hana ba daman, tunda baya samun kudin revenue ta gurin su 🤷‍♂️	negative	Ya bazai Hana ba daman tunda baya samun kudin revenue ta gurin su ‍	He will not prevent the Daman Since does not receive Revenue money
ha_train_03571	@user Ta hanyar da akabi akasacesu tanan zasubi,, hanya ma sai antanbaya, meyasa da zaa sace baa tanbaya ba 😧😧😧	negative	Ta hanyar da akabi akasacesu tanan zasubi hanya ma sai antanbaya meyasa da zaa sace baa tanbaya ba	By logo idwards
ha_train_03572	@user Ke sadau ba ma san shisshigi da qwala kai a bango 😒😒ke bahaushiya ce wallahi we no go gree... Diwali kee u there!!	negative	Ke sadau ba ma san shisshigi da qwala kai a bango ke bahaushiya ce wallahi we no go gree Diwali kee u there	Bada in the Wall of Bahaaushiyah is no Go Gee Diwali Kee U Wheree
ha_train_03573	@user Wato Mallam aminu so, sone amma son, kai yafi ka gwammace kabawa na gida kenan akan kabawa bare ba komai mungano ka 🤣🤣 🤣🤣 wato abun harda qabilanci 🏃🏃	negative	Wato Mallam aminu so sone amma son kai yafi ka gwammace kabawa na gida kenan akan kabawa bare ba komai mungano ka   wato abun harda qabilanci	That is to Mallam Aminu Aminu but love you more than the Camps of Heaven Municipal Muna
ha_train_03574	@user Saboda Corona Virus karya ce Musamman A Nigeria/Kano Yan Banza😂😂😂	negative	Saboda Corona Virus karya ce Musamman A NigeriaKano Yan Banza	Because Corona Virus is a distinctive to Niger's nan
ha_train_03575	@user @user 🤔🤔 *Baba_Buhari yakamata A waiwayi gishiri har yanxu ana bada na #5,😂😂😂😂😂😂😂 kasanshi baba kamar makarantar allone ta inda yaji shuru tanan yakekai duka* 😂😂😂😂😂	negative	BabaBuhari yakamata A waiwayi gishiri har yanxu ana bada na 5 kasanshi baba kamar makarantar allone ta inda yaji shuru tanan yakekai duka	Babuhi should be waived
ha_train_03576	@user 😂😂😂😂 Mun gode Allah da Mark ba ya jin hausa Muyi zagin mu da Hausa san ran mu 😂😂 in kuma suna gane ta kano ai ba sa gane ta sakkwato	negative	Mun gode Allah da Mark ba ya jin hausa Muyi zagin mu da Hausa san ran mu  in kuma suna gane ta kano ai ba sa gane ta sakkwato	We thank God and Mark Ji Mark Must hurry ourselves in our heart and recognize ourselves, and they recognize that it is not realized by Soka
ha_train_03577	@user Bari na kara volume 🎤, Mazaje da dama da suka samu damu a hannunsu a duniya gaba daya yawancin su yan fyade ne domin su kan zubda ruwa ne domin su taka damshi.	negative	Bari na kara volume  Mazaje da dama da suka samu damu a hannunsu a duniya gaba daya yawancin su yan fyade ne domin su kan zubda ruwa ne domin su taka damshi	Let me encrypt many men who have worryed in the world in the whole world most of them is most likely to shape
ha_train_03578	@user su Garba Shehu manya to ba a fadar Shugaban qasa abin ya faru ba ballantana mu jira ka ka bamu labarin qanzon kurege😂😂😂😂😂	negative	su Garba Shehu manya to ba a fadar Shugaban qasa abin ya faru ba ballantana mu jira ka ka bamu labarin qanzon kurege	They garbu Shihu yes so that the president's speech was not properly waiting for me to tell us a story of the heathen
ha_train_03579	@user Basusan basu iyaba ai se yanxu ko🙄... God will punish you oooo	negative	Basusan basu iyaba ai se yanxu ko God will punish you oooo	Basusan Yayi My Heavy Ai Nawu or God Will Punish You Oooo
ha_train_03580	@user @user Haba Anty Rahma Sanyi Yaxo Fah Kina Uziri Wa Mahaukata🙏🙏🙏🙏	negative	Haba Anty Rahma Sanyi Yaxo Fah Kina Uziri Wa Mahaukata	Haba anty rahma be cold yaxo fah uziri fah uziri
ha_train_03581	@user @user wai Fati washa ce virgin😄😄😄😄	negative	wai Fati washa ce virgin	Wai Fati is the Virgin
ha_train_03582	@user Tsohon banza baijin kunyar karya A uwarka 😡	negative	Tsohon banza baijin kunyar karya A uwarka	Ancient falsehoods are ashamed of breaks in your mother
ha_train_03583	@user Allah wadaran naka ya lalace🚷 wai sarkin musulmai 😳 Sai dai sakin munafukan musulinci	negative	Allah wadaran naka ya lalace wai sarkin musulmai  Sai dai sakin munafukan musulinci	God's dominant has deserved alerts the Muslims unless the release of Islamicist
ha_train_03584	@user Da sunyi maguɗi zamu hana masu VISA😎	negative	Da sunyi maguɗi zamu hana masu VISA	They strikes we would prevent visa
ha_train_03585	@user Tunda ka Kara Yawan masu cin hanci da rashawa a mulkin ka, to abin da ya rage sai kuma kayi ta kamasu kana daure su shekara dari biyu. Daga nan duniya zata yarda 9ja tafi ko Wacce kasa masu cin hanci da rasha 😂	negative	Tunda ka Kara Yawan masu cin hanci da rashawa a mulkin ka to abin da ya rage sai kuma kayi ta kamasu kana daure su shekara dari biyu Daga nan duniya zata yarda 9ja tafi ko Wacce kasa masu cin hanci da rasha	Since add the number of corruption in your rule, what is left and are imprisoned by two hundred years of the world by the world,
ha_train_03586	@user Wannan sune suke kara karya farashin mu. Wannan ai bada Kaine kawai. Sai kace kyauta zata Aureshi 🤔	negative	Wannan sune suke kara karya farashin mu Wannan ai bada Kaine kawai Sai kace kyauta zata Aureshi	This are they often lies our prices that don't just give you just doing free
ha_train_03587	@user Duk duniya Najeriya tafi ko ina iskan da raina hankalin mutane🙄	negative	Duk duniya Najeriya tafi ko ina iskan da raina hankalin mutane	World of Nigeria gone or i am accessible to despise people
ha_train_03588	@user 😂😂🤣😹😹👉 Kai wlh BBC a gaisheku wato dai Kuma dole sai kun Kara hassalamu	negative	Kai wlh BBC a gaisheku wato dai Kuma dole sai kun Kara hassalamu	Take WLH BBC Forever and you have to add to Hassadu
ha_train_03589	@user Kash! Kuma sai da aski ya zo dai-dai gaban goshi😏 Maraya baya shakkar mutuwar uban wani🙃	negative	Kash Kuma sai da aski ya zo daidai gaban goshi Maraya baya shakkar mutuwar uban wani	Oops and shaved arrived in front of the niece does not hesitate to die of someone
